"CMS Certification Number (CCN)","Provider Name","Address Line 1",City/Town,State,"ZIP Code",County/Parish,"Telephone Number","CMS Region","Measure Code",Score,Footnote,"Start Date","End Date","Measure Date Range",LOCATION1
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_039_01_HAI_COMP_PERF,"No Different than the National Rate",-,10/01/2023,09/30/2024,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_040_02_DENOMINATOR,100,-,01/01/2025,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_040_02_NUMERATOR,2,-,01/01/2025,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_040_02_OBS_RATE,2.00,-,01/01/2025,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_041_01_DENOMINATOR,98,-,10/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_041_01_NUMERATOR,98,-,10/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_041_01_OBS_RATE,100.00,-,10/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_042_02_DENOMINATOR,124,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_042_02_NUMERATOR,74,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_042_02_OBS_RATE,59.68,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_043_02_DENOMINATOR,64,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_043_02_NUMERATOR,64,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_043_02_OBS_RATE,100.00,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_044_02_DENOMINATOR,96,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_044_02_NUMERATOR,96,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_044_02_OBS_RATE,100.00,-,04/01/2024,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_045_01_DENOMINATOR,114,-,01/01/2025,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_045_01_NUMERATOR,35,-,01/01/2025,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315056,"JERSEY SHORE POST ACUTE REHABILITATION AND NURSING","101 WALNUT STREET",NEPTUNE,NJ,07753,Monmouth,(732)774-3550,2,S_045_01_OBS_RATE,30.70,-,01/01/2025,03/31/2025,-,"101 WALNUT STREET, NEPTUNE, NJ, 07753"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_004_01_PPR_PD_COMP_PERF,"Worse than the National Rate",-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_004_01_PPR_PD_OBS,12.84,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_004_01_PPR_PD_OBS_READM,56,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_004_01_PPR_PD_RSRR,12.93,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_004_01_PPR_PD_RSRR_2_5,10.76,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_004_01_PPR_PD_RSRR_97_5,15.99,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_004_01_PPR_PD_VOLUME,436,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_005_02_DTC_COMP_PERF,"Better than the National Rate",-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_005_02_DTC_NUMBER,290,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_005_02_DTC_OBS_RATE,62.10,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_005_02_DTC_RS_RATE,65.71,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_005_02_DTC_RS_RATE_2_5,60.84,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_005_02_DTC_RS_RATE_97_5,70.20,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_005_02_DTC_VOLUME,467,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_006_01_MSPB_NUMB,442,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_006_01_MSPB_SCORE,0.83,-,10/01/2022,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_007_02_DENOMINATOR,312,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_007_02_NUMERATOR,264,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_007_02_OBS_RATE,84.62,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_013_02_DENOMINATOR,312,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_013_02_NUMERATOR,0,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_013_02_OBS_RATE,0.00,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_024_06_DENOMINATOR,232,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_024_06_NUMERATOR,150,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_024_06_OBS_RATE,64.66,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_025_06_DENOMINATOR,232,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_025_06_NUMERATOR,133,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_025_06_OBS_RATE,57.33,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_038_02_DENOMINATOR,312,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_038_02_NUMERATOR,5,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_038_02_OBS_RATE,1.60,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_038_02_ADJ_RATE,1.65,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_039_01_HAI_NUMBER,24,-,10/01/2023,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_039_01_HAI_VOLUME,274,-,10/01/2023,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_039_01_HAI_OBS_RATE,8.76,-,10/01/2023,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_039_01_HAI_RS_RATE,8.92,-,10/01/2023,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_039_01_HAI_RS_RATE_2_5,5.90,-,10/01/2023,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_039_01_HAI_RS_RATE_97_5,11.79,-,10/01/2023,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_039_01_HAI_COMP_PERF,"No Different than the National Rate",-,10/01/2023,09/30/2024,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_040_02_DENOMINATOR,165,-,01/01/2025,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_040_02_NUMERATOR,16,-,01/01/2025,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_040_02_OBS_RATE,9.70,-,01/01/2025,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_041_01_DENOMINATOR,148,-,10/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_041_01_NUMERATOR,148,-,10/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_041_01_OBS_RATE,100.00,-,10/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_042_02_DENOMINATOR,232,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_042_02_NUMERATOR,159,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_042_02_OBS_RATE,68.53,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_043_02_DENOMINATOR,69,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_043_02_NUMERATOR,69,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_043_02_OBS_RATE,100.00,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_044_02_DENOMINATOR,211,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_044_02_NUMERATOR,211,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_044_02_OBS_RATE,100.00,-,04/01/2024,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_045_01_DENOMINATOR,162,-,01/01/2025,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_045_01_NUMERATOR,22,-,01/01/2025,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315057,"MERRY HEART NURSING HOME","200 RT 10 WEST",SUCCASUNNA,NJ,07876,Morris,(973)584-4000,2,S_045_01_OBS_RATE,13.58,-,01/01/2025,03/31/2025,-,"200 RT 10 WEST, SUCCASUNNA, NJ, 07876"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_004_01_PPR_PD_COMP_PERF,"No Different than the National Rate",-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_004_01_PPR_PD_OBS,15.15,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_004_01_PPR_PD_OBS_READM,25,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_004_01_PPR_PD_RSRR,12.68,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_004_01_PPR_PD_RSRR_2_5,9.56,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_004_01_PPR_PD_RSRR_97_5,16.84,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_004_01_PPR_PD_VOLUME,165,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_005_02_DTC_COMP_PERF,"No Different than the National Rate",-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_005_02_DTC_NUMBER,72,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_005_02_DTC_OBS_RATE,46.15,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_005_02_DTC_RS_RATE,52.17,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_005_02_DTC_RS_RATE_2_5,42.74,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_005_02_DTC_RS_RATE_97_5,57.83,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_005_02_DTC_VOLUME,156,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_006_01_MSPB_NUMB,171,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_006_01_MSPB_SCORE,1.24,-,10/01/2022,09/30/2024,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_007_02_DENOMINATOR,138,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_007_02_NUMERATOR,137,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_007_02_OBS_RATE,99.28,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_013_02_DENOMINATOR,138,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_013_02_NUMERATOR,0,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_013_02_OBS_RATE,0.00,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_024_06_DENOMINATOR,88,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_024_06_NUMERATOR,40,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
315058,"AUTUMN LAKE HEALTHCARE AT SALEM COUNTY","438 SALEM-WOODSTOWN ROAD",SALEM,NJ,08079,Salem,(856)935-6677,2,S_024_06_OBS_RATE,45.45,-,04/01/2024,03/31/2025,-,"438 SALEM-WOODSTOWN ROAD, SALEM, NJ, 08079"
